,Word,transcription,corrAns,sylStruc,initialSylStress,wordStatus,source,freq_WPM,DerivedWord,Condition,counter,numRevealed,masking,Length,PrimeCalc,Prime,matching
320,seguro,se.ˈɣu.ɾo,1,CV,no,word,CarreirasPerea2002,670.8894230769231,,C,321.0,2.0,######,6.0,se####,se####,match
321,bonito,bo.ˈni.to,1,CV,no,word,CarreirasPerea2002,92.93269230769229,,C,322.0,2.0,######,6.0,bo####,bo####,match
322,molino,mo.ˈli.no,1,CV,no,word,CarreirasPerea2002,3.1730769230769234,,C,323.0,2.0,######,6.0,mo####,mo####,match
323,pureza,pu.ˈɾe.sa,1,CV,no,word,CarreirasPerea2002,3.774038461538461,,C,324.0,2.0,######,6.0,pu####,pu####,match
324,corona,ko.ˈɾo.na,1,CV,no,word,CarreirasPerea2002,13.173076923076925,,C,325.0,2.0,######,6.0,co####,co####,match
325,barato,ba.ˈɾa.to,1,CV,no,word,CarreirasPerea2002,17.764423076923073,,C,326.0,2.0,######,6.0,ba####,ba####,match
326,pesado,pe.ˈsa.ðo,1,CV,no,word,CarreirasPerea2002,19.591346153846157,,C,327.0,2.0,######,6.0,pe####,pe####,match
327,docena,do.ˈse.na,1,CV,no,word,CarreirasPerea2002,15.456730769230768,,C,328.0,2.0,######,6.0,do####,do####,match
328,penoso,pe.ˈno.so,1,CV,no,word,CarreirasPerea2002,2.067307692307692,,C,329.0,2.0,######,6.0,pe####,pe####,match
329,recelo,re.ˈse.lo,1,CV,no,word,CarreirasPerea2002,0.28846153846153844,,C,330.0,2.0,######,6.0,re####,re####,match
330,basura,ba.ˈsu.ɾa,1,CV,no,word,CarreirasPerea2002,112.93269230769229,,C,331.0,3.0,######,6.0,bas###,bas###,mismatch
331,celoso,se.ˈlo.so,1,CV,no,word,CarreirasPerea2002,20.45673076923077,,C,332.0,3.0,######,6.0,cel###,cel###,mismatch
332,gorila,ɡo.ˈɾi.la,1,CV,no,word,CarreirasPerea2002,4.543269230769232,,C,333.0,3.0,######,6.0,gor###,gor###,mismatch
333,maleta,ma.ˈlɛ.ta,1,CV,no,word,CarreirasPerea2002,18.846153846153847,,C,334.0,3.0,######,6.0,mal###,mal###,mismatch
334,parado,pa.ˈɾa.ðo,1,CV,no,word,CarreirasPerea2002,32.427884615384606,,C,335.0,3.0,######,6.0,par###,par###,mismatch
335,resaca,re.ˈsa.ka,1,CV,no,word,CarreirasPerea2002,5.5048076923076925,,C,336.0,3.0,######,6.0,res###,res###,mismatch
336,salado,sa.ˈla.ðo,1,CV,no,word,CarreirasPerea2002,1.4903846153846154,,C,337.0,3.0,######,6.0,sal###,sal###,mismatch
337,senado,se.ˈna.ðo,1,CV,no,word,CarreirasPerea2002,9.927884615384617,,C,338.0,3.0,######,6.0,sen###,sen###,mismatch
338,tamaño,ta.ˈma.ɲo,1,CV,no,word,CarreirasPerea2002,39.447115384615394,,C,339.0,3.0,######,6.0,tam###,tam###,mismatch
339,vasija,ba.ˈsi.xa,1,CV,no,word,CarreirasPerea2002,1.5865384615384617,,C,340.0,3.0,######,6.0,vas###,vas###,mismatch
340,medida,me.ˈði.ða,1,CV,no,word,CarreirasPerea2002,18.75,,C,341.0,2.0,######,6.0,me####,me####,match
341,romano,ro.ˈma.no,1,CV,no,word,CarreirasPerea2002,5.769230769230768,,C,342.0,2.0,######,6.0,ro####,ro####,match
342,casino,ka.ˈsi.no,1,CV,no,word,CarreirasPerea2002,15.264423076923075,,C,343.0,2.0,######,6.0,ca####,ca####,match
343,herida,ɛ.ˈɾi.ða,1,CV,no,word,CarreirasPerea2002,37.884615384615394,,C,344.0,2.0,######,6.0,he####,he####,match
344,moneda,mo.ˈne.ða,1,CV,no,word,CarreirasPerea2002,18.028846153846157,,C,345.0,2.0,######,6.0,mo####,mo####,match
345,delito,de.ˈli.to,1,CV,no,word,CarreirasPerea2002,22.211538461538463,,C,346.0,2.0,######,6.0,de####,de####,match
346,ganado,ɡa.ˈna.ðo,1,CV,no,word,CarreirasPerea2002,38.14903846153846,,C,347.0,2.0,######,6.0,ga####,ga####,match
347,saludo,sa.ˈlu.ðo,1,CV,no,word,CarreirasPerea2002,6.995192307692308,,C,348.0,2.0,######,6.0,sa####,sa####,match
348,paloma,pa.ˈlo.ma,1,CV,no,word,CarreirasPerea2002,6.1298076923076925,,C,349.0,2.0,######,6.0,pa####,pa####,match
349,gusano,ɡu.ˈsa.no,1,CV,no,word,CarreirasPerea2002,10.096153846153843,,C,350.0,2.0,######,6.0,gu####,gu####,match
350,caseta,ka.ˈsɛ.ta,1,CV,no,word,CarreirasPerea2002,1.6346153846153846,,C,351.0,3.0,######,6.0,cas###,cas###,mismatch
351,diseño,di.ˈse.ɲo,1,CV,no,word,CarreirasPerea2002,18.365384615384613,,C,352.0,3.0,######,6.0,dis###,dis###,mismatch
352,harina,a.ˈɾi.na,1,CV,no,word,CarreirasPerea2002,4.0625,,C,353.0,3.0,######,6.0,har###,har###,mismatch
353,melena,me.ˈle.na,1,CV,no,word,CarreirasPerea2002,0.5769230769230769,,C,354.0,3.0,######,6.0,mel###,mel###,mismatch
354,pasivo,pa.ˈsi.βo,1,CV,no,word,CarreirasPerea2002,1.8028846153846156,,C,355.0,3.0,######,6.0,pas###,pas###,mismatch
355,rosado,ro.ˈsa.ðo,1,CV,no,word,CarreirasPerea2002,4.375,,C,356.0,3.0,######,6.0,ros###,ros###,mismatch
356,saliva,sa.ˈli.βa,1,CV,no,word,CarreirasPerea2002,5.961538461538463,,C,357.0,3.0,######,6.0,sal###,sal###,mismatch
357,soneto,so.ˈnɛ.to,1,CV,no,word,CarreirasPerea2002,0.6971153846153846,,C,358.0,3.0,######,6.0,son###,son###,mismatch
358,recado,re.ˈka.ðo,1,CV,no,word,CarreirasPerea2002,4.543269230769232,,C,359.0,3.0,######,6.0,rec###,rec###,mismatch
359,visado,bi.ˈsa.ðo,1,CV,no,word,CarreirasPerea2002,0.7932692307692307,,C,360.0,3.0,######,6.0,vis###,vis###,mismatch
360,balcón,bal.ˈkõn,1,CVC,no,word,CarreirasPerea2002,7.115384615384616,,C,361.0,2.0,######,6.0,ba####,ba####,mismatch
361,virtud,biɾ.ˈtuð,1,CVC,no,word,CarreirasPerea2002,4.447115384615384,,C,362.0,2.0,######,6.0,vi####,vi####,mismatch
362,vulgar,bul.ˈɣaɾ,1,CVC,no,word,CarreirasPerea2002,6.1298076923076925,,C,363.0,2.0,######,6.0,vu####,vu####,mismatch
363,rincón,rĩn.ˈkõn,1,CVC,no,word,CarreirasPerea2002,8.389423076923077,,C,364.0,2.0,######,6.0,ri####,ri####,mismatch
364,normal,noɾ.ˈmal,1,CVC,no,word,CarreirasPerea2002,105.48076923076924,,C,365.0,2.0,######,6.0,no####,no####,mismatch
365,perdón,pɛɾ.ˈðõn,1,CVC,no,word,CarreirasPerea2002,217.11538461538458,,C,366.0,2.0,######,6.0,pe####,pe####,mismatch
366,sector,sek̚.ˈtoɾ,1,CVC,no,word,CarreirasPerea2002,13.75,,C,367.0,2.0,######,6.0,se####,se####,mismatch
367,carmín,kaɾ.ˈmĩn,1,CVC,no,word,CarreirasPerea2002,0.21634615384615385,,C,368.0,2.0,######,6.0,ca####,ca####,mismatch
368,marfil,maɾ.ˈfil,1,CVC,no,word,CarreirasPerea2002,2.2115384615384617,,C,369.0,2.0,######,6.0,ma####,ma####,mismatch
369,fervor,fɛɾ.ˈβoɾ,1,CVC,no,word,CarreirasPerea2002,1.4182692307692306,,C,370.0,2.0,######,6.0,fe####,fe####,mismatch
370,bastón,bas.ˈtõn,1,CVC,no,word,CarreirasPerea2002,7.788461538461537,,C,371.0,3.0,######,6.0,bas###,bas###,match
371,cartel,kaɾ.ˈtɛl,1,CVC,no,word,CarreirasPerea2002,14.399038461538463,,C,372.0,3.0,######,6.0,car###,car###,match
372,cursor,kuɾ.ˈsoɾ,1,CVC,no,word,CarreirasPerea2002,0.1923076923076923,,C,373.0,3.0,######,6.0,cur###,cur###,match
373,desliz,dɛs̬.ˈlis,1,CVC,no,word,CarreirasPerea2002,1.25,,C,374.0,3.0,######,6.0,des###,des###,match
374,maldad,mal.ˈdað,1,CVC,no,word,CarreirasPerea2002,10.865384615384617,,C,375.0,3.0,######,6.0,mal###,mal###,match
375,postal,pos.ˈtal,1,CVC,no,word,CarreirasPerea2002,9.759615384615383,,C,376.0,3.0,######,6.0,pos###,pos###,match
376,reptil,rep̚.ˈtil,1,CVC,no,word,CarreirasPerea2002,1.1778846153846154,,C,377.0,3.0,######,6.0,rep###,rep###,match
377,sartén,saɾ.ˈtɛ̃n,1,CVC,no,word,CarreirasPerea2002,3.2692307692307687,,C,378.0,3.0,######,6.0,sar###,sar###,match
378,tambor,tãm.ˈboɾ,1,CVC,no,word,CarreirasPerea2002,4.663461538461538,,C,379.0,3.0,######,6.0,tam###,tam###,match
379,pulgar,pul.ˈɣaɾ,1,CVC,no,word,CarreirasPerea2002,7.572115384615384,,C,380.0,3.0,######,6.0,pul###,pul###,match
380,jardín,xaɾ.ˈðĩn,1,CVC,no,word,CarreirasPerea2002,39.519230769230774,,C,381.0,2.0,######,6.0,ja####,ja####,mismatch
381,pintor,pĩn.ˈtoɾ,1,CVC,no,word,CarreirasPerea2002,7.7644230769230775,,C,382.0,2.0,######,6.0,pi####,pi####,mismatch
382,mental,mɛ̃n.ˈtal,1,CVC,no,word,CarreirasPerea2002,26.25,,C,383.0,2.0,######,6.0,me####,me####,mismatch
383,pastor,pas.ˈtoɾ,1,CVC,no,word,CarreirasPerea2002,13.149038461538463,,C,384.0,2.0,######,6.0,pa####,pa####,mismatch
384,perfil,pɛɾ.ˈfil,1,CVC,no,word,CarreirasPerea2002,17.451923076923073,,C,385.0,2.0,######,6.0,pe####,pe####,mismatch
385,factor,fak̚.ˈtoɾ,1,CVC,no,word,CarreirasPerea2002,6.586538461538463,,C,386.0,2.0,######,6.0,fa####,fa####,mismatch
386,portal,poɾ.ˈtal,1,CVC,no,word,CarreirasPerea2002,10.889423076923077,,C,387.0,2.0,######,6.0,po####,po####,mismatch
387,carbón,kaɾ.ˈβõn,1,CVC,no,word,CarreirasPerea2002,7.235576923076922,,C,388.0,2.0,######,6.0,ca####,ca####,mismatch
388,cortés,koɾ.ˈtes,1,CVC,no,word,CarreirasPerea2002,3.870192307692308,,C,389.0,2.0,######,6.0,co####,co####,mismatch
389,desván,dɛs̬.ˈβãn,1,CVC,no,word,CarreirasPerea2002,1.4903846153846154,,C,390.0,2.0,######,6.0,de####,de####,mismatch
390,bombón,bõm.ˈbõn,1,CVC,no,word,CarreirasPerea2002,5.0480769230769225,,C,391.0,3.0,######,6.0,bom###,bom###,match
391,jazmín,xas̬.ˈmĩn,1,CVC,no,word,CarreirasPerea2002,1.0096153846153846,,C,392.0,3.0,######,6.0,jaz###,jaz###,match
392,delfín,dɛl.ˈfĩn,1,CVC,no,word,CarreirasPerea2002,3.2932692307692313,,C,393.0,3.0,######,6.0,del###,del###,match
393,halcón,al.ˈkõn,1,CVC,no,word,CarreirasPerea2002,6.1538461538461515,,C,394.0,3.0,######,6.0,hal###,hal###,match
394,pastel,pas.ˈtɛl,1,CVC,no,word,CarreirasPerea2002,54.63942307692307,,C,395.0,3.0,######,6.0,pas###,pas###,match
395,pulmón,pul.ˈmõn,1,CVC,no,word,CarreirasPerea2002,8.485576923076923,,C,396.0,3.0,######,6.0,pul###,pul###,match
396,salmón,sal.ˈmõn,1,CVC,no,word,CarreirasPerea2002,7.8125,,C,397.0,3.0,######,6.0,sal###,sal###,match
397,sultán,sul.ˈtãn,1,CVC,no,word,CarreirasPerea2002,2.067307692307692,,C,398.0,3.0,######,6.0,sul###,sul###,match
398,textil,tɛks.ˈtil,1,CVC,no,word,CarreirasPerea2002,0.9615384615384616,,C,399.0,3.0,######,6.0,tex###,tex###,match
399,volcán,bol.ˈkãn,1,CVC,no,word,CarreirasPerea2002,3.870192307692308,,C,400.0,3.0,######,6.0,vol###,vol###,match
400,tevuno,te.ˈβu.no,4,CV,no,nonword,Wuggy,,se-gu-ro,C,401.0,2.0,######,6.0,te####,te####,match
401,lorato,lo.ˈɾa.to,4,CV,no,nonword,Wuggy,,bo-ni-to,C,402.0,2.0,######,6.0,lo####,lo####,match
402,sociro,so.ˈsi.ro,4,CV,no,nonword,Wuggy,,mo-li-no,C,403.0,2.0,######,6.0,so####,po####,match
403,rucema,ru.ˈse.ma,4,CV,no,nonword,Wuggy,,pu-re-za,C,404.0,2.0,######,6.0,ru####,ru####,match
404,coloto,ko.ˈlo.to,4,CV,no,nonword,Wuggy,,co-ro-na,C,405.0,2.0,######,6.0,co####,co####,match
405,vamito,ba.ˈmi.to,4,CV,no,nonword,Wuggy,,ba-ra-to,C,406.0,2.0,######,6.0,va####,va####,match
406,merido,mɛ.ˈɾi.ðo,4,CV,no,nonword,Wuggy,,pe-sa-do,C,407.0,2.0,######,6.0,me####,me####,match
407,tovera,to.ˈβɛ.ɾa,4,CV,no,nonword,Wuggy,,do-ce-na,C,408.0,2.0,######,6.0,to####,to####,match
408,sevoco,se.ˈβo.ko,4,CV,no,nonword,Wuggy,,pe-no-so,C,409.0,2.0,######,6.0,se####,se####,match
409,deveso,de.ˈβe.so,4,CV,no,nonword,Wuggy,,re-ce-lo,C,410.0,2.0,######,6.0,de####,de####,match
410,taruna,ta.ˈɾu.na,4,CV,no,nonword,Wuggy,,ba-su-ra,C,411.0,3.0,######,6.0,tar###,tar###,mismatch
411,cemoca,se.ˈmo.ka,4,CV,no,nonword,Wuggy,,ce-lo-so,C,412.0,3.0,######,6.0,cem###,cem###,mismatch
412,nocala,no.ˈka.la,4,CV,no,nonword,Wuggy,,go-ri-la,C,413.0,3.0,######,6.0,noc###,noc###,mismatch
413,sarena,sa.ˈɾe.na,4,CV,no,nonword,Wuggy,,ma-le-ta,C,414.0,3.0,######,6.0,sar###,sar###,mismatch
414,sadido,sa.ˈði.ðo,4,CV,no,nonword,Wuggy,,pa-ra-do,C,415.0,3.0,######,6.0,sad###,sad###,mismatch
415,dedasa,de.ˈða.sa,4,CV,no,nonword,Wuggy,,re-sa-ca,C,416.0,3.0,######,6.0,ded###,ded###,mismatch
416,rarido,ra.ˈri.ðo,4,CV,no,nonword,Wuggy,,sa-la-do,C,417.0,3.0,######,6.0,rar###,tam###,mismatch
417,mesido,me.ˈsi.ðo,4,CV,no,nonword,Wuggy,,se-na-do,C,418.0,3.0,######,6.0,mes###,mes###,mismatch
418,tacigo,ta.ˈsi.ɣo,4,CV,no,nonword,Wuggy,,ta-ma-ño,C,419.0,3.0,######,6.0,tac###,tac###,mismatch
419,vamama,ba.ˈma.ma,4,CV,no,nonword,Wuggy,,va-si-ja,C,420.0,3.0,######,6.0,vam###,vam###,mismatch
420,pemada,pe.ˈma.ða,4,CV,no,nonword,Wuggy,,me-di-da,C,421.0,2.0,######,6.0,pe####,pe####,match
421,dorino,do.ˈɾi.no,4,CV,no,nonword,Wuggy,,ro-ma-no,C,422.0,2.0,######,6.0,do####,do####,match
422,cavaro,ka.ˈβa.ɾo,4,CV,no,nonword,Wuggy,,ca-si-no,C,423.0,2.0,######,6.0,ca####,ca####,match
423,nenada,ne.ˈna.ða,4,CV,no,nonword,Wuggy,,he-ri-da,C,424.0,2.0,######,6.0,ne####,ne####,match
424,sotedo,so.ˈte.ðo,4,CV,no,nonword,Wuggy,,mo-ne-da,C,425.0,2.0,######,6.0,so####,so####,match
425,secino,se.ˈsi.no,4,CV,no,nonword,Wuggy,,de-li-to,C,426.0,2.0,######,6.0,se####,se####,match
426,fasido,fa.ˈsi.ðo,4,CV,no,nonword,Wuggy,,ga-na-do,C,427.0,2.0,######,6.0,fa####,fa####,match
427,baruda,ba.ˈɾu.ða,4,CV,no,nonword,Wuggy,,sa-lu-do,C,428.0,2.0,######,6.0,ba####,ba####,match
428,maroba,ma.ˈɾo.βa,4,CV,no,nonword,Wuggy,,pa-lo-ma,C,429.0,2.0,######,6.0,ma####,ma####,match
429,lumino,lu.ˈmi.no,4,CV,no,nonword,Wuggy,,gu-sa-no,C,430.0,2.0,######,6.0,lu####,lu####,match
430,cacica,ka.ˈsi.ka,4,CV,no,nonword,Wuggy,,ca-se-ta,C,431.0,3.0,######,6.0,cac###,cac###,mismatch
431,sinebo,si.ˈne.βo,4,CV,no,nonword,Wuggy,,di-se-ño,C,432.0,3.0,######,6.0,sin###,sin###,mismatch
432,nanana,na.ˈna.na,4,CV,no,nonword,Wuggy,,ha-ri-na,C,433.0,3.0,######,6.0,nan###,nan###,mismatch
433,selero,se.ˈlɛ.ɾo,4,CV,no,nonword,Wuggy,,me-le-na,C,434.0,3.0,######,6.0,sel###,sel###,mismatch
434,masapo,ma.ˈsa.po,4,CV,no,nonword,Wuggy,,pa-si-vo,C,435.0,3.0,######,6.0,mas###,mas###,mismatch
435,docido,do.ˈsi.ðo,4,CV,no,nonword,Wuggy,,ro-sa-do,C,436.0,3.0,######,6.0,doc###,doc###,mismatch
436,saraja,sa.ˈɾa.xa,4,CV,no,nonword,Wuggy,,sa-li-va,C,437.0,3.0,######,6.0,sar###,sar###,mismatch
437,toceno,to.ˈsɛ.no,4,CV,no,nonword,Wuggy,,so-ne-to,C,438.0,3.0,######,6.0,toc###,tol###,mismatch
438,denido,de.ˈni.ðo,4,CV,no,nonword,Wuggy,,re-ca-do,C,439.0,3.0,######,6.0,den###,den###,mismatch
439,tibido,ti.ˈβi.ðo,4,CV,no,nonword,Wuggy,,vi-sa-do,C,440.0,3.0,######,6.0,tib###,tib###,mismatch
440,balsún,bal.ˈsũn,4,CVC,no,nonword,Wuggy,,bal-cón,C,441.0,2.0,######,6.0,ba####,ba####,mismatch
441,vectud,bek̚.ˈtuð,4,CVC,no,nonword,Wuggy,,vir-tud,C,442.0,2.0,######,6.0,ve####,ve####,mismatch
442,vusmar,bus̬.ˈmaɾ,4,CVC,no,nonword,Wuggy,,vul-gar,C,443.0,2.0,######,6.0,vu####,vu####,mismatch
443,runcén,rũn.ˈsɛ̃n,4,CVC,no,nonword,Wuggy,,rin-cón,C,444.0,2.0,######,6.0,ru####,ru####,mismatch
444,gornal,ɡoɾ.ˈnal,4,CVC,no,nonword,Wuggy,,nor-mal,C,445.0,2.0,######,6.0,go####,go####,mismatch
445,pertún,pɛɾ.ˈtũn,4,CVC,no,nonword,Wuggy,,per-dón,C,446.0,2.0,######,6.0,pe####,pe####,mismatch
446,rextor,rɛks.ˈtoɾ,4,CVC,no,nonword,Wuggy,,sec-tor,C,447.0,2.0,######,6.0,re####,re####,mismatch
447,carsún,kaɾ.ˈsũn,4,CVC,no,nonword,Wuggy,,car-mín,C,448.0,2.0,######,6.0,ca####,ca####,mismatch
448,marnel,maɾ.ˈnɛl,4,CVC,no,nonword,Wuggy,,mar-fil,C,449.0,2.0,######,6.0,ma####,ma####,mismatch
449,fasvor,fas̬.ˈβoɾ,4,CVC,no,nonword,Wuggy,,fer-vor,C,450.0,2.0,######,6.0,fa####,fa####,mismatch
450,bustún,bus.ˈtũn,4,CVC,no,nonword,Wuggy,,bas-tón,C,451.0,3.0,######,6.0,bus###,bus###,match
451,mortel,moɾ.ˈtɛl,4,CVC,no,nonword,Wuggy,,car-tel,C,452.0,3.0,######,6.0,mor###,mor###,match
452,culbor,kul.ˈβoɾ,4,CVC,no,nonword,Wuggy,,cur-sor,C,453.0,3.0,######,6.0,cul###,cul###,match
453,vespiz,bɛs.ˈpis,4,CVC,no,nonword,Wuggy,,des-liz,C,454.0,3.0,######,6.0,ves###,ves###,match
454,malcat,mal.ˈkat,4,CVC,no,nonword,Wuggy,,mal-dad,C,455.0,3.0,######,6.0,mal###,mal###,match
455,pertal,pɛɾ.ˈtal,4,CVC,no,nonword,Wuggy,,pos-tal,C,456.0,3.0,######,6.0,per###,per###,match
456,repsel,rɛp.ˈsɛl,4,CVC,no,nonword,Wuggy,,rep-til,C,457.0,3.0,######,6.0,rep###,rep###,match
457,bartín,baɾ.ˈtĩn,4,CVC,no,nonword,Wuggy,,sar-tén,C,458.0,3.0,######,6.0,bar###,bar###,match
458,simbor,sĩm.ˈboɾ,4,CVC,no,nonword,Wuggy,,tam-bor,C,459.0,3.0,######,6.0,sim###,sim###,match
459,purnar,puɾ.ˈnaɾ,4,CVC,no,nonword,Wuggy,,pul-gar,C,460.0,3.0,######,6.0,pur###,pur###,match
460,gardín,ɡaɾ.ˈðĩn,4,CVC,no,nonword,Wuggy,,jar-dín,C,461.0,2.0,######,6.0,ga####,ga####,mismatch
461,partor,paɾ.ˈtoɾ,4,CVC,no,nonword,Wuggy,,pin-tor,C,462.0,2.0,######,6.0,pa####,pa####,mismatch
462,pontal,põn.ˈtal,4,CVC,no,nonword,Wuggy,,men-tal,C,463.0,2.0,######,6.0,po####,po####,mismatch
463,pertor,pɛɾ.ˈtoɾ,4,CVC,no,nonword,Wuggy,,pas-tor,C,464.0,2.0,######,6.0,pe####,pe####,mismatch
464,penril,pɛ̃n.ˈril,4,CVC,no,nonword,Wuggy,,per-fil,C,465.0,2.0,######,6.0,pe####,pe####,mismatch
465,laftor,laf.ˈtoɾ,4,CVC,no,nonword,Wuggy,,fac-tor,C,466.0,2.0,######,6.0,la####,la####,mismatch
466,pistal,pis.ˈtal,4,CVC,no,nonword,Wuggy,,por-tal,C,467.0,2.0,######,6.0,pi####,pi####,mismatch
467,calbún,kal.ˈβũn,4,CVC,no,nonword,Wuggy,,car-bón,C,468.0,2.0,######,6.0,ca####,ca####,mismatch
468,contís,kõn.ˈtis,4,CVC,no,nonword,Wuggy,,cor-tés,C,469.0,2.0,######,6.0,co####,co####,mismatch
469,deslún,dɛs̬.ˈlũn,4,CVC,no,nonword,Wuggy,,des-ván,C,470.0,2.0,######,6.0,de####,de####,mismatch
470,bompún,bõm.ˈpũn,4,CVC,no,nonword,Wuggy,,bom-bón,C,471.0,3.0,######,6.0,bom###,bom###,match
471,jezmún,xɛs̬.ˈmũn,4,CVC,no,nonword,Wuggy,,jaz-mín,C,472.0,3.0,######,6.0,jez###,jez###,match
472,dilfún,dil.ˈfũn,4,CVC,no,nonword,Wuggy,,del-fín,C,473.0,3.0,######,6.0,dil###,dil###,match
473,halfún,al.ˈfũn,4,CVC,no,nonword,Wuggy,,hal-cón,C,474.0,3.0,######,6.0,hal###,hal###,match
474,mistel,mis.ˈtɛl,4,CVC,no,nonword,Wuggy,,pas-tel,C,475.0,3.0,######,6.0,mis###,mis###,match
475,pulpún,pul.ˈpũn,4,CVC,no,nonword,Wuggy,,pul-món,C,476.0,3.0,######,6.0,pul###,pul###,match
476,salbún,sal.ˈβũn,4,CVC,no,nonword,Wuggy,,sal-món,C,477.0,3.0,######,6.0,sal###,sal###,match
477,rultún,rul.ˈtũn,4,CVC,no,nonword,Wuggy,,sul-tán,C,478.0,3.0,######,6.0,rul###,rul###,match
478,taptil,tap̚.ˈtil,4,CVC,no,nonword,Wuggy,,tex-til,C,479.0,3.0,######,6.0,tap###,tap###,match
479,volgún,bol.ˈɣũn,4,CVC,no,nonword,Wuggy,,vol-cán,C,480.0,3.0,######,6.0,vol###,vol###,match
480,densos,ˈdɛ̃n.sos,1,CVC,yes,word,Alameda & Cuentos 1995,0.5528846153846154,,C,481.0,2.0,######,6.0,de####,de####,mismatch
